Time,Time Code,Country Name,Country Code,"GDP per capita, PPP (constant 2017 international $) [NY.GDP.PCAP.PP.KD]",CO2 emissions (kt) [EN.ATM.CO2E.KT],"Population, total [SP.POP.TOTL]","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative) [SE.TER.CUAT.BA.ZS]",Access to electricity (% of population) [EG.ELC.ACCS.ZS],Ease of doing business score (0 = lowest performance to 100 = best performance) [IC.BUS.DFRN.XQ],"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative) [SE.PRM.CUAT.ZS]","Literacy rate, adult total (% of people ages 15 and above) [SE.ADT.LITR.ZS]","Lower secondary completion rate, total (% of relevant age group) [SE.SEC.CMPT.LO.ZS]",Urban population (% of total population) [SP.URB.TOTL.IN.ZS]
2014,YR2014,Kosovo,XKX,8796.62962012693,..,1812771,..,99.6800003051758,..,..,..,..,..
2014,YR2014,Kyrgyz Republic,KGZ,4722.08600228701,9710.00003814697,5835500,..,99.8000030517578,..,..,..,91.7311935424805,35.635
2014,YR2014,Latvia,LVA,25423.4891072025,7280.00020980835,1993782,26.6343803405762,100,..,..,..,99.8735504150391,67.952
2014,YR2014,Liechtenstein,LIE,..,159.999996423721,37096,..,100,..,..,..,105.445541381836,14.313
2014,YR2014,Lithuania,LTU,29855.8314910326,10859.9996566772,2932367,31.4951000213623,100,..,98.7109069824219,..,100.820678710938,67.108
2014,YR2014,Luxembourg,LUX,113313.578897944,9649.99961853027,556319,..,100,..,..,..,97.0121688842773,89.884
2014,YR2014,Moldova,MDA,10311.2876874657,7710.00003814697,2857815,20.0858402252197,100,..,99.2903594970703,99.3598937988281,101.508453369141,42.496
2014,YR2014,Monaco,MCO,..,..,36110,..,100,..,..,..,..,100
2014,YR2014,Montenegro,MNE,17674.6300866909,2220.00002861023,621810,..,97.6999969482422,..,..,..,..,65.471
2014,YR2014,Netherlands,NLD,52186.9973861206,149789.993286133,16865008,28.0117092132568,100,..,98.4327926635742,..,..,89.69
2014,YR2014,North Macedonia,MKD,14596.6359580977,7699.99980926514,2067471,..,100,..,..,97.8000030517578,..,57.284
2014,YR2014,Norway,NOR,62390.1303126574,39110.0006103516,5137232,25.7266902923584,100,..,99.6536331176758,..,97.1291580200195,80.692
2014,YR2014,Poland,POL,26488.2002530072,285730.010986328,38011735,23.7001991271973,100,..,98.8694686889648,..,94.168701171875,60.403
2014,YR2014,Portugal,PRT,30444.6002091947,45930.0003051758,10401062,17.4849891662598,100,..,89.9500198364258,..,..,62.936
2014,YR2014,Romania,ROU,23091.1553744653,71540.0009155273,19908979,13.0140800476074,100,..,98.5820388793945,..,89.9473571777344,53.9
2014,YR2014,Russian Federation,RUS,26057.15625,1611959.9609375,143819667,..,100,..,..,..,96.000129699707,73.95
2014,YR2014,San Marino,SMR,56558.8718552124,..,33389,..,100,..,..,..,..,96.559
2014,YR2014,Serbia,SRB,15226.3486541776,38959.9990844727,7130576,12.6497097015381,99.6607971191406,..,93.680778503418,..,96.2823028564453,55.583
2014,YR2014,Slovak Republic,SVK,27342.6272590659,30440.0005340576,5418649,18.0583992004395,100,..,99.7848434448242,..,87.0571212768555,54
2014,YR2014,Slovenia,SVN,33093.750438441,13109.9996566772,2061980,18.2173099517822,100,..,..,99.6999969482422,94.0260391235352,53.557
2014,YR2014,Spain,ESP,35964.4613049308,240960.006713867,46480882,..,100,..,90.1487197875977,98.0937194824219,88.0118179321289,79.366
2014,YR2014,Sweden,SWE,49258.9961639539,39080.0018310547,9696110,22.5353202819824,100,..,100,..,104.455741882324,86.247
2014,YR2014,Switzerland,CHE,67824.0830929271,39790.0009155273,8188649,..,100,..,99.7253799438477,..,95.6559066772461,73.696
2014,YR2014,Tajikistan,TJK,2858.23542470756,4579.99992370605,8326348,..,98.9646224975586,..,..,99.8000030517578,93.2021713256836,26.655
2014,YR2014,Turkiye,TUR,24600.5182148512,340640.014648438,78112073,..,100,..,87.8281021118164,95.4396286010742,96.8676605224609,73.077
2014,YR2014,Turkmenistan,TKM,11989.653763765,71400.0015258789,5663152,..,99.9351043701172,..,..,99.6999969482422,..,49.921
2014,YR2014,Ukraine,UKR,12385.8134765625,237729.995727539,45272155,..,100,..,..,..,94.3771667480469,68.968
2014,YR2014,United Kingdom,GBR,44247.0296701665,415600.006103516,64602298,29.3326206207275,100,..,99.8598480224609,..,..,82.365
2014,YR2014,Uzbekistan,UZB,6075.19222412855,104870.002746582,30757700,15.6767902374268,100,..,..,99.9805526733398,90.8606185913086,50.85
1998,YR1998,Europe & Central Asia (excluding high income),ECA,10080.2695171581,2520664.03934818,370591102,..,99.9104793588106,..,..,96.6522903442383,85.7273330688477,64.3308069833589
1998,YR1998,Albania,ALB,4819.08356101225,1790,3128530,..,100,..,..,..,..,40.601
1998,YR1998,Andorra,AND,..,490,65186,..,100,..,..,..,..,92.927
1998,YR1998,Armenia,ARM,3505.36840234803,3470,3240550,..,..,..,..,..,..,65.226
1998,YR1998,Austria,AUT,43597.8900710725,64670,7976789,..,100,..,..,..,..,60.768
1998,YR1998,Azerbaijan,AZE,3408.4753810397,26490,7913000,..,..,..,..,..,..,51.278
1998,YR1998,Belarus,BLR,7293.90821566164,57260,10071963,..,100,..,..,..,..,69.064
1998,YR1998,Belgium,BEL,40252.4689057051,119410,10203008,..,100,..,..,..,..,96.996
1998,YR1998,Bosnia and Herzegovina,BIH,5608.88590081532,10760,4115059,..,100,..,..,..,..,41.755
1998,YR1998,Bulgaria,BGR,10849.0860502794,50480,8256786,..,100,..,..,..,..,68.454
1998,YR1998,Channel Islands,CHI,..,..,144211,..,100,..,..,..,..,30.432
1998,YR1998,Croatia,HRV,17734.5050116504,18530,4532135,..,100,..,..,..,..,52.968
1998,YR1998,Cyprus,CYP,30262.837890625,6610,914660,..,100,..,..,..,..,68.405
1998,YR1998,Czechia,CZE,23597.3061804104,118920,10294373,..,100,..,..,..,..,74.251
1998,YR1998,Denmark,DNK,46096.3697234041,59710,5304219,..,100,..,..,..,..,85.06
1998,YR1998,Estonia,EST,16332.8199308887,16240,1386156,..,100,..,..,..,..,69.733
1998,YR1998,Faroe Islands,FRO,..,..,44865,..,100,..,..,..,..,35.654
1998,YR1998,Finland,FIN,36293.3915600144,57270,5153498,..,100,..,..,..,..,81.707
1998,YR1998,France,FRA,37409.3954906364,381110,60192790,..,100,..,..,..,..,75.417
1998,YR1998,Georgia,GEO,4511.48880328071,4990,4243607,..,..,..,..,..,..,53.12
1998,YR1998,Germany,DEU,41022.6146311397,865250,82047195,..,100,..,..,..,..,74.551
1998,YR1998,Gibraltar,GIB,..,..,27636,..,100,..,..,..,..,100
1998,YR1998,Greece,GRC,27415.6259519279,87130,10720509,..,100,..,..,..,..,72.478
1998,YR1998,Greenland,GRL,..,..,56100,..,100,..,..,..,..,81.351
1998,YR1998,Hungary,HUN,17928.7345289766,57350,10266570,..,100,..,..,..,..,64.829
1998,YR1998,Iceland,ISL,39017.4376817623,2150,274047,..,100,..,..,..,101.255813598633,92.121
1998,YR1998,Ireland,IRL,41107.2990688178,38420,3712696,..,100,..,..,..,93.7863235473633,58.664
1998,YR1998,Isle of Man,IMN,..,..,73727,..,100,..,..,..,..,51.808
1998,YR1998,Italy,ITA,40844.745605278,426370,56906744,..,100,..,..,..,..,67.102
1998,YR1998,Kazakhstan,KAZ,8998.90120883664,135840,15071640,..,99.3427505493164,..,..,..,..,55.986
1998,YR1998,Kosovo,XKX,..,..,1966000,..,100,..,..,..,..,..
1998,YR1998,Kyrgyz Republic,KGZ,2893.41753463875,6040,4769000,..,99.553825378418,..,..,..,..,35.504
1998,YR1998,Latvia,LVA,11751.7141390099,8130,2410019,..,100,..,..,..,..,68.451
1998,YR1998,Liechtenstein,LIE,..,230,32190,..,100,..,..,..,..,15.702
1998,YR1998,Lithuania,LTU,13317.9077290717,14710,3549331,..,100,..,..,..,..,67.106
1998,YR1998,Luxembourg,LUX,88185.8001102476,7570,424700,..,100,..,..,..,..,82.893
1998,YR1998,Moldova,MDA,5122.80459400246,8650,2935227,..,100,..,..,..,..,45.394
1998,YR1998,Monaco,MCO,..,..,32209,..,100,..,..,..,..,100
1998,YR1998,Montenegro,MNE,13236.0181502565,1760,607662,..,100,..,..,..,..,56.488
1998,YR1998,Netherlands,NLD,43933.5681069516,166730,15707209,..,100,..,..,..,..,75.25
1998,YR1998,North Macedonia,MKD,9461.01921295634,9840,2007523,..,100,..,..,..,..,58.965
1998,YR1998,Norway,NOR,54989.7027325446,37890,4431464,..,100,..,..,..,100.754753112793,75.027
1998,YR1998,Poland,POL,14629.1983574495,318410,38663481,..,100,..,..,98.7427368164063,96.8928909301758,61.627
1998,YR1998,Portugal,PRT,28525.5174324377,55600,10160196,6.87264013290405,100,..,77.1364593505859,..,..,53.086
1998,YR1998,Romania,ROU,11894.8948267569,99540,22507344,..,100,..,..,..,..,53.311
1998,YR1998,Russian Federation,RUS,12358.15234375,1487970,147670784,..,100,..,..,..,..,73.359
1998,YR1998,San Marino,SMR,70264.447114394,..,25997,..,100,..,..,..,..,92.776
1998,YR1998,Serbia,SRB,9196.06702310932,56210,7567745,..,100,..,..,..,..,52.322
1998,YR1998,Slovak Republic,SVK,15455.6010850632,41400,5390516,..,100,..,..,..,..,56.355
1998,YR1998,Slovenia,SVN,24151.5389832882,15500,1981629,..,100,..,..,..,..,50.701
1998,YR1998,Spain,ESP,31858.4991101859,256220,40223509,..,100,..,..,..,..,76.1
1998,YR1998,Sweden,SWE,37286.0953943757,58360,8850974,..,100,..,..,..,..,83.97
1998,YR1998,Switzerland,CHE,57345.3311137561,44250,7110001,..,100,..,..,..,..,73.492
1998,YR1998,Tajikistan,TJK,1190.65630523654,2770,6156805,..,..,..,..,..,..,27.28
1998,YR1998,Turkiye,TUR,15158.999506441,193690,62242204,..,..,..,..,..,..,63.703
1998,YR1998,Turkmenistan,TKM,3833.5413166171,31840,4431517,..,..,..,..,..,..,45.465
1998,YR1998,Ukraine,UKR,6956.39892578125,309290,50144500,..,100,..,..,..,..,67.067
1998,YR1998,United Kingdom,GBR,36698.4110630247,526000,58487141,..,100,..,..,..,..,78.532
1998,YR1998,Uzbekistan,UZB,2808.46101000406,116260,24051000,..,99.449348449707,..,..,..,..,45.164
2013,YR2013,Europe & Central Asia (excluding high income),ECA,19912.7784217321,2916160.04703489,386051693,..,99.9466512534735,..,..,98.8171310424805,92.9489822387695,66.7743241522391
2013,YR2013,Albania,ALB,11361.2895730336,4440.00005722046,2895092,..,100,..,..,..,94.058952331543,55.387
2013,YR2013,Andorra,AND,..,479.999989271164,71367,..,100,..,..,..,..,88.537
2013,YR2013,Armenia,ARM,10677.3036548195,5500,2901385,..,99.4199981689453,..,..,..,..,63.164
2013,YR2013,Austria,AUT,52997.7538166712,65750,8479823,..,100,..,..,..,97.3342132568359,57.336
2013,YR2013,Azerbaijan,AZE,14651.693970776,30940.0005340576,9416801,15.6640901565552,100,..,98.5252075195313,99.7893600463867,86.7486190795898,54.145
2013,YR2013,Belarus,BLR,18805.4308685766,59990.0016784668,9443211,..,100,..,..,..,100.238906860352,76.199
2013,YR2013,Belgium,BEL,48204.5856992867,96589.9963378906,11159407,30.2483501434326,100,..,93.0323715209961,..,93.7531814575195,97.789
2013,YR2013,Bosnia and Herzegovina,BIH,11482.3037984367,21850.0003814697,3617559,..,99.5,..,..,96.9917678833008,48.7783203125,46.519
2013,YR2013,Bulgaria,BGR,18911.1484206025,39659.9998474121,7265115,22.9197101593018,100,..,..,..,..,73.313
2013,YR2013,Channel Islands,CHI,..,..,159794,..,100,..,..,..,..,31.027
2013,YR2013,Croatia,HRV,24119.7572169774,17010.0002288818,4255689,..,100,..,..,..,..,55.706
2013,YR2013,Cyprus,CYP,33465.828125,6429.99982833862,1166968,24.8877696990967,100,..,94.3619384765625,..,96.5971984863281,67.137
2013,YR2013,Czechia,CZE,33661.4684161727,101150.001525879,10514272,..,100,..,99.8489685058594,..,96.7856903076172,73.29
2013,YR2013,Denmark,DNK,51479.2664533017,39959.9990844727,5614932,..,100,..,..,..,97.5567474365234,87.292
2013,YR2013,Estonia,EST,29525.1188635117,19319.9996948242,1317997,..,100,..,..,..,104.842681884766,68.122
2013,YR2013,Faroe Islands,FRO,..,..,48418,..,100,..,..,..,..,41.363
2013,YR2013,Finland,FIN,45328.5753218041,50189.998626709,5438972,21.8909206390381,100,..,..,..,98.6672592163086,85.125
2013,YR2013,France,FRA,42813.9335350732,338559.997558594,66002289,..,100,..,97.8960494995117,..,97.2954330444336,79.135
2013,YR2013,Georgia,GEO,11740.0891163337,7840.00015258789,3717668,..,100,..,..,..,104.999588012695,56.685
2013,YR2013,Germany,DEU,49954.173749339,776150.024414063,80645605,..,100,..,100,..,..,77.18
2013,YR2013,Gibraltar,GIB,..,..,32411,..,100,..,..,..,..,100
2013,YR2013,Greece,GRC,27810.9112255691,72480.0033569336,10965211,..,100,..,..,..,92.6451873779297,77.355
2013,YR2013,Greenland,GRL,..,..,56483,..,100,..,..,..,..,85.551
2013,YR2013,Hungary,HUN,25337.5872257154,40759.9983215332,9893082,19.4259796142578,100,..,99.6455612182617,..,92.8956832885742,69.953
2013,YR2013,Iceland,ISL,50168.6885349698,2029.99997138977,323764,..,100,..,..,..,96.6598968505859,93.633
2013,YR2013,Ireland,IRL,53800.2087807366,35709.9990844727,4623816,..,100,..,..,..,..,62.141
2013,YR2013,Isle of Man,IMN,..,..,84144,..,100,..,..,..,..,52.096
2013,YR2013,Italy,ITA,40268.1127892773,346459.991455078,60233948,..,100,..,..,..,103.284156799316,68.979
2013,YR2013,Kazakhstan,KAZ,23720.8160716034,260010.009765625,17035551,..,100,..,..,..,103.039367675781,57.046
2013,YR2013,Kosovo,XKX,8486.56549672826,..,1818117,..,99.75,..,..,..,..,..
2013,YR2013,Kyrgyz Republic,KGZ,4631.40326661448,9380.00011444092,5719600,..,98.9300003051758,..,..,..,88.7433471679688,35.517
2013,YR2013,Latvia,LVA,24715.0657086291,7449.99980926514,2012647,27.6949100494385,100,..,99.6540069580078,..,104.651161193848,67.925
2013,YR2013,Liechtenstein,LIE,..,189.999997615814,36806,..,100,..,..,..,..,14.334
2013,YR2013,Lithuania,LTU,28589.0266601627,11329.9999237061,2957689,26.3852691650391,100,..,98.739860534668,..,106.443908691406,66.986
2013,YR2013,Luxembourg,LUX,113050.663254336,10149.9996185303,543360,..,100,..,..,..,99.0539703369141,89.574
2013,YR2013,Moldova,MDA,9814.32315458583,7179.99982833862,2859558,19.0364894866943,100,..,99.1203536987305,..,..,42.527
2013,YR2013,Monaco,MCO,..,..,35425,..,100,..,..,..,..,100
2013,YR2013,Montenegro,MNE,17381.7486851301,2269.99998092651,621207,..,99.6999969482422,..,..,..,..,65.137
2013,YR2013,Netherlands,NLD,51640.0766862304,157089.996337891,16804432,27.2189903259277,100,..,98.4699630737305,..,..,89.187
2013,YR2013,North Macedonia,MKD,14108.9258887938,8140.00034332275,2064032,..,100,..,..,..,..,57.189
2013,YR2013,Norway,NOR,61878.9751793609,39500,5079623,..,100,..,..,..,99.9753570556641,80.286
2013,YR2013,Poland,POL,25490.3289111664,298299.987792969,38040196,22.6315097808838,100,..,98.8202209472656,..,93.8948822021484,60.529
2013,YR2013,Portugal,PRT,30042.8907185982,46560.001373291,10457295,15.8727903366089,100,..,89.2771072387695,..,..,62.352
2013,YR2013,Romania,ROU,22094.3855412497,72089.9963378906,19983693,..,100,..,98.6479721069336,..,87.2910385131836,53.937
2013,YR2013,Russian Federation,RUS,26332.396484375,1632680.05371094,143506995,..,100,..,..,..,91.0860977172852,73.863
2013,YR2013,San Marino,SMR,57136.9045416551,..,33285,..,100,..,..,..,..,96.37
2013,YR2013,Serbia,SRB,15399.8117217916,46470.0012207031,7164132,11.4581804275513,99.9199981689453,..,95.1797866821289,..,96.0157928466797,55.469
2013,YR2013,Slovak Republic,SVK,26650.3640050253,32919.9981689453,5413393,..,100,..,99.7522964477539,..,79.4802398681641,54.14
2013,YR2013,Slovenia,SVN,32234.0257587339,14550.0001907349,2059953,..,100,..,99.8703765869141,..,94.5228881835938,53.332
2013,YR2013,Spain,ESP,35363.5105480176,242809.997558594,46620045,..,100,..,..,98.0791320800781,..,79.133
2013,YR2013,Sweden,SWE,48462.1600029489,40540.0009155273,9600379,22.0398502349854,100,..,100,..,97.7388381958008,85.936
2013,YR2013,Switzerland,CHE,67080.3673569404,43529.9987792969,8089346,..,100,..,..,..,94.9717025756836,73.674
2013,YR2013,Tajikistan,TJK,2741.22468149227,3200.00004768372,8136610,..,98.8635482788086,..,..,..,..,26.589
2013,YR2013,Turkiye,TUR,23912.732066547,318170.013427734,76576117,..,100,..,87.2976989746094,95.2566604614258,94.6723327636719,72.531
2013,YR2013,Turkmenistan,TKM,11071.5171149944,70220.0012207031,5560095,..,99.9120941162109,..,..,..,..,49.541
2013,YR2013,Ukraine,UKR,13020.6005859375,270269.989013672,45489648,..,100,..,..,..,97.9413681030273,68.875
2013,YR2013,United Kingdom,GBR,43192.0779378114,453760.009765625,64128273,28.3882904052734,100,..,99.8322906494141,..,..,82.102
2013,YR2013,Uzbekistan,UZB,5781.15657026883,111860.000610352,30243200,15.4206800460815,99.9988708496094,..,..,99.9948577880859,92.7153930664063,50.95
1997,YR1997,Europe & Central Asia (excluding high income),ECA,10266.0583352607,2522137.11565327,370276347,..,99.9052454745084,..,..,96.3177871704102,84.6181869506836,64.2450181479418
1997,YR1997,Albania,ALB,4400.3271158057,1470,3148281,..,100,..,..,..,..,40.035
1997,YR1997,Andorra,AND,..,470,64682,..,100,..,..,..,..,93.18
1997,YR1997,Armenia,ARM,3236.06050832406,3340,3271418,..,..,..,..,..,..,65.504
1997,YR1997,Austria,AUT,42136.6622802741,64220,7968041,..,100,..,..,..,..,61.045
1997,YR1997,Azerbaijan,AZE,3128.1641351317,26490,7838250,..,..,..,..,..,86.4720764160156,51.588
1997,YR1997,Belarus,BLR,6698.45787856987,59170,10117433,..,100,..,..,..,90.8935928344727,68.687
1997,YR1997,Belgium,BEL,39562.3729801955,116630,10181245,..,100,..,..,..,..,96.924
1997,YR1997,Bosnia and Herzegovina,BIH,4932.6622937457,8490,4047748,..,100,..,..,..,..,41.442
1997,YR1997,Bulgaria,BGR,10383.4879358852,52990,8312068,..,100,..,..,..,91.3201370239258,68.231
1997,YR1997,Channel Islands,CHI,..,..,143549,..,100,..,..,..,..,30.416
1997,YR1997,Croatia,HRV,17320.8777002177,17070,4534920,..,100,..,..,..,82.4485626220703,52.739
1997,YR1997,Cyprus,CYP,28871.865234375,6300,897471,..,100,..,..,..,92.8564987182617,68.283
1997,YR1997,Czechia,CZE,23659.3207939067,124790,10304131,..,100,..,..,..,..,74.382
1997,YR1997,Denmark,DNK,45260.1371186812,63650,5284991,..,100,..,..,..,..,85.033
1997,YR1997,Estonia,EST,15503.8448315578,16770,1399535,..,100,..,..,..,..,69.923
1997,YR1997,Faroe Islands,FRO,..,..,44495,..,100,..,..,..,..,35.354
1997,YR1997,Finland,FIN,34506.7718790729,60620,5139835,..,100,..,..,..,..,81.466
1997,YR1997,France,FRA,36247.6042941415,359070,59969944,..,100,..,..,..,..,75.25
1997,YR1997,Georgia,GEO,4268.69527327204,5520,4349913,..,..,..,..,..,79.7286682128906,53.36
1997,YR1997,Germany,DEU,40218.8468799392,872650,82034771,..,100,..,..,..,77.4386825561523,74.342
1997,YR1997,Gibraltar,GIB,..,..,27564,..,100,..,..,..,..,100
1997,YR1997,Greece,GRC,26534.4950478701,83760,10661259,..,100,..,..,..,..,72.358
1997,YR1997,Greenland,GRL,..,..,56000,..,100,..,..,..,..,81.226
1997,YR1997,Hungary,HUN,17215.6552344826,56990,10290486,..,100,..,..,..,91.5246810913086,64.956
1997,YR1997,Iceland,ISL,36732.9319274562,2150,271128,..,100,..,..,..,..,91.96
1997,YR1997,Ireland,IRL,38190.4980640358,35970,3674171,..,100,..,..,..,95.7798461914063,58.419
1997,YR1997,Isle of Man,IMN,..,..,72793,..,100,..,..,..,..,51.8
1997,YR1997,Italy,ITA,40129.9018819235,415520,56890372,..,100,..,..,..,98.8618621826172,67.042
1997,YR1997,Kazakhstan,KAZ,9016.00324724515,132240,15334405,..,99.2694702148438,..,..,..,94.2153778076172,55.964
1997,YR1997,Kosovo,XKX,..,..,2086000,..,100,..,..,..,..,..
1997,YR1997,Kyrgyz Republic,KGZ,2877.09856921599,5690,4696400,..,99.8,..,..,..,..,35.785
1997,YR1997,Latvia,LVA,10947.7811787651,8530,2432851,..,100,..,..,..,85.8486175537109,68.6
1997,YR1997,Liechtenstein,LIE,..,220,31770,..,100,..,..,..,..,15.994
1997,YR1997,Lithuania,LTU,12302.1012042126,13920,3575137,..,100,..,..,..,79.9938201904297,67.166
1997,YR1997,Luxembourg,LUX,83702.8135298171,8240,419450,..,100,..,..,..,..,82.779
1997,YR1997,Moldova,MDA,5479.19498017509,9580,2936413,..,100,..,..,..,..,45.797
1997,YR1997,Monaco,MCO,..,..,31968,..,100,..,..,..,..,100
1997,YR1997,Montenegro,MNE,12579.285087423,1670,609520,..,100,..,..,..,..,55.451
1997,YR1997,Netherlands,NLD,42235.4890688287,166310,15610650,..,100,..,..,..,..,74.453
1997,YR1997,North Macedonia,MKD,9200.63205055485,8990,1996869,..,100,..,..,..,89.9868774414063,59.172
1997,YR1997,Norway,NOR,53903.4378206491,36540,4405157,..,100,..,..,..,..,74.476
1997,YR1997,Poland,POL,13985.4335763903,344630,38649660,..,100,..,..,..,95.1716766357422,61.583
1997,YR1997,Portugal,PRT,27354.8368117354,50930,10108977,..,100,..,..,..,..,52.428
1997,YR1997,Romania,ROU,12116.237151844,113610,22553978,..,100,..,..,..,79.2685089111328,53.463
1997,YR1997,Russian Federation,RUS,13028.2080078125,1489510,147915361,..,100,..,..,..,..,73.363
1997,YR1997,San Marino,SMR,66407.5139212185,..,25596,..,100,..,..,..,..,92.422
1997,YR1997,Serbia,SRB,8865.0843856926,56310,7596501,..,100,..,..,..,..,52.098
1997,YR1997,Slovak Republic,SVK,14870.2196437424,42270,5383291,..,100,..,..,..,93.4812164306641,56.416
1997,YR1997,Slovenia,SVN,23333.7196815717,15730,1985956,..,100,..,..,..,..,50.675
1997,YR1997,Spain,ESP,30644.3794443942,248600,40057389,..,100,..,..,..,..,76.019
1997,YR1997,Sweden,SWE,35764.6847640308,57380,8846062,..,100,..,..,..,..,83.942
1997,YR1997,Switzerland,CHE,55824.5124855607,42750,7088906,..,100,..,..,..,..,73.546
1997,YR1997,Tajikistan,TJK,1137.93379836356,2510,6117069,..,..,..,..,..,86.6073989868164,27.806
1997,YR1997,Turkiye,TUR,15036.1769896386,193430,61277426,..,..,..,..,..,..,63.179
1997,YR1997,Turkmenistan,TKM,3635.05508773468,30500,4363672,..,..,..,..,..,..,45.241
1997,YR1997,Ukraine,UKR,7028.04638671875,328240,50594600,..,100,..,..,..,..,67.029
1997,YR1997,United Kingdom,GBR,35679.0192763027,524190,58316954,..,100,..,..,..,..,78.472
1997,YR1997,Uzbekistan,UZB,2736.36494437502,100730,23667000,..,99.3797454833984,..,..,..,..,44.685
2012,YR2012,Europe & Central Asia (excluding high income),ECA,19334.4368643378,2967386.96320854,383476086,..,99.9556206474028,..,..,98.7677307128906,92.1337738037109,66.6149757817389
2012,YR2012,Albania,ALB,11227.9870535984,4360.0001335144,2900401,12.8996601104736,99.9000015258789,..,95.5083923339844,97.2469711303711,93.7310485839844,54.33
2012,YR2012,Andorra,AND,..,490.000009536743,71013,..,100,..,..,..,..,88.631
2012,YR2012,Armenia,ARM,10289.9756312671,5719.99979019165,2914421,..,99.6289672851563,..,..,..,..,63.24
2012,YR2012,Austria,AUT,53297.4447850919,65110.0006103516,8429991,..,100,..,..,..,99.3048629760742,57.147
2012,YR2012,Azerbaijan,AZE,14027.468790254,30110.0006103516,9295784,..,100,..,98.4666290283203,99.7757720947266,94.1759796142578,53.883
2012,YR2012,Belarus,BLR,18611.4542129387,59939.998626709,9446836,..,100,..,..,..,97.4661026000977,75.697
2012,YR2012,Belgium,BEL,48210.9246578014,95269.9966430664,11106932,..,100,..,92.4942398071289,..,92.5573425292969,97.744
2012,YR2012,Bosnia and Herzegovina,BIH,11045.2120495588,21959.9990844727,3674374,..,100,..,..,..,26.8865699768066,46.199
2012,YR2012,Bulgaria,BGR,18911.6067207703,45020.0004577637,7305888,21.5111198425293,100,..,..,..,..,72.975
2012,YR2012,Channel Islands,CHI,..,..,158621,..,100,..,..,..,..,31.059
2012,YR2012,Croatia,HRV,24148.7453554322,17409.9998474121,4267558,..,100,..,..,..,96.7873001098633,55.506
2012,YR2012,Cyprus,CYP,35742.66796875,7099.99990463257,1156556,..,100,..,94.037727355957,..,95.6126937866211,67.261
2012,YR2012,Czechia,CZE,33688.0998344582,106069.999694824,10510785,..,100,..,99.8713989257813,..,92.1709976196289,73.197
2012,YR2012,Denmark,DNK,51216.309409926,38220.0012207031,5591572,..,100,..,..,..,96.3710403442383,87.142
2012,YR2012,Estonia,EST,28997.3228845385,16889.9993896484,1322696,..,100,..,..,..,100.702003479004,67.974
2012,YR2012,Faroe Islands,FRO,..,..,48392,..,100,..,..,..,..,41.225
2012,YR2012,Finland,FIN,45952.246383366,49409.9998474121,5413971,21.1388092041016,100,..,..,..,97.8751525878906,84.841
2012,YR2012,France,FRA,42789.0519131717,338420.013427734,65662240,..,100,..,98.4509201049805,..,98.7158813476563,78.878
2012,YR2012,Georgia,GEO,11295.7540913053,7190.00005722046,3728874,30.1727104187012,100,..,98.1364212036133,..,103.414253234863,56.303
2012,YR2012,Germany,DEU,49872.4474888681,760130.004882813,80425823,..,100,..,100,..,..,77.17
2012,YR2012,Gibraltar,GIB,..,..,32160,..,100,..,..,..,..,100
2012,YR2012,Greece,GRC,28322.5730581368,80089.9963378906,11045011,..,100,..,..,..,95.7235870361328,77.004
2012,YR2012,Greenland,GRL,..,..,56810,10.1357698440552,100,..,..,..,..,85.2
2012,YR2012,Hungary,HUN,24820.5161149403,43430.0003051758,9920362,..,100,..,..,..,..,69.678
2012,YR2012,Iceland,ISL,48440.2550840897,1860.00001430511,320716,..,100,..,..,..,96.7396087646484,93.6
2012,YR2012,Ireland,IRL,53482.2006452691,37130.0010681152,4599533,..,100,..,..,..,..,61.942
2012,YR2012,Isle of Man,IMN,..,..,84338,..,100,..,..,..,..,52.046
2012,YR2012,Italy,ITA,41501.7112309705,376750,59539717,..,100,..,94.3895492553711,..,103.020896911621,68.684
2012,YR2012,Kazakhstan,KAZ,22702.5788406786,244600.006103516,16792090,..,100,..,..,..,97.161247253418,56.973
2012,YR2012,Kosovo,XKX,8105.37493161373,..,1807106,..,99.75,..,..,..,..,..
2012,YR2012,Kyrgyz Republic,KGZ,4259.31820386993,10060.0004196167,5607200,..,99.8000030517578,..,..,..,89.078010559082,35.423
2012,YR2012,Latvia,LVA,23970.4525106364,7570.00017166138,2034319,..,100,..,99.7043228149414,..,..,67.897
2012,YR2012,Liechtenstein,LIE,..,189.999997615814,36505,..,100,..,..,..,..,14.367
2012,YR2012,Lithuania,LTU,27330.8959483858,11930.0003051758,2987773,..,100,..,98.7013397216797,..,102.897392272949,66.864
2012,YR2012,Luxembourg,LUX,112137.135491328,10689.9995803833,530946,..,100,..,..,..,109.642738342285,89.249
2012,YR2012,Moldova,MDA,8997.93382194521,8140.00034332275,2860324,18.8618106842041,100,..,99.0697479248047,..,..,42.558
2012,YR2012,Monaco,MCO,..,..,34700,..,100,..,..,..,..,100
2012,YR2012,Montenegro,MNE,16802.4074256992,2329.99992370605,620601,..,100,..,..,..,96.7230834960938,64.804
2012,YR2012,Netherlands,NLD,51860.0559942119,157470.001220703,16754962,..,100,..,98.3997192382813,..,..,88.588
